son,orderdate,orderdatekey,pk,ck,stk,dateofshipping,soln,oquantity,freight,region
SO54098,2023-09-09,20180909,562,24343,4,2023-09-16,1,7,59.6018,Southwest9
SO54102,2023-09-09,20180909,481,24084,7,2023-09-16,4,5,0.2248,France9
SO54054,2023-09-09,20180909,480,23472,4,2023-09-16,2,7,0.0573,Southwest9
SO54064,2023-09-09,20180909,480,16001,4,2023-09-16,2,3,0.0573,Southwest9
SO54048,2023-09-09,20180909,231,19502,10,2023-09-16,5,2,1.2498,United Kingdom9
SO54044,2023-09-09,20180909,537,21993,9,2023-09-16,1,6,0.875,Australia9
SO54042,2023-09-09,20180909,491,13983,9,2023-09-16,6,1,1.3498,Australia9
SO54042,2023-09-09,20180909,477,13983,9,2023-09-16,5,6,0.1248,Australia9
SO54096,2023-09-09,20180909,222,16744,9,2023-09-16,4,2,0.8748,Australia9
SO54079,2023-09-09,20180909,528,11738,6,2023-09-16,1,1,0.1248,Canada9
SO54082,2023-09-09,20180909,528,16358,6,2023-09-16,1,7,0.1248,Canada9
SO54042,2023-09-09,20180909,528,13983,9,2023-09-16,2,6,0.1248,Australia9
SO54044,2023-09-09,20180909,528,21993,9,2023-09-16,2,8,0.1248,Australia9
SO54045,2023-09-09,20180909,528,18898,9,2023-09-16,2,7,0.1248,Australia9
SO54096,2023-09-09,20180909,477,16744,9,2023-09-16,2,8,0.1248,Australia9
SO54046,2023-09-09,20180909,231,29333,9,2023-09-16,2,4,1.2498,Australia9
SO54053,2023-09-09,20180909,529,16958,6,2023-09-16,1,2,0.0998,Canada9
SO54097,2023-09-09,20180909,487,11900,9,2023-09-16,2,3,1.3748,Australia9
SO54041,2023-09-09,20180909,529,15728,9,2023-09-16,2,7,0.0998,Australia9
SO54044,2023-09-09,20180909,222,21993,9,2023-09-16,3,8,0.8748,Australia9
SO54045,2023-09-09,20180909,222,18898,9,2023-09-16,3,4,0.8748,Australia9
SO54096,2023-09-09,20180909,479,16744,9,2023-09-16,3,8,0.2248,Australia9
SO54047,2023-09-09,20180909,225,24276,9,2023-09-16,3,5,0.2248,Australia9
SO54042,2023-09-09,20180909,485,13983,9,2023-09-16,3,4,0.5495,Australia9
SO54042,2023-09-09,20180909,478,13983,9,2023-09-16,4,7,0.2498,Australia9
SO54047,2023-09-09,20180909,478,24276,9,2023-09-16,2,2,0.2498,Australia9
SO54073,2023-09-09,20180909,477,19460,7,2023-09-16,1,7,0.1248,France9
SO54042,2023-09-09,20180909,467,13983,9,2023-09-16,7,3,0.6123,Australia9
SO54072,2023-09-09,20180909,478,12798,7,2023-09-16,1,6,0.2498,France9
SO54089,2023-09-09,20180909,484,13925,4,2023-09-16,2,1,0.1988,Southwest9
SO54056,2023-09-09,20180909,476,18966,4,2023-09-16,2,1,1.7498,Southwest9
SO54057,2023-09-09,20180909,231,20344,4,2023-09-16,2,4,1.2498,Southwest9
SO54093,2023-09-09,20180909,217,12104,4,2023-09-16,2,5,0.8748,Southwest9
SO54098,2023-09-09,20180909,214,24343,4,2023-09-16,2,5,0.8748,Southwest9
SO54092,2023-09-09,20180909,477,12186,4,2023-09-16,2,8,0.1248,Southwest9
SO54088,2023-09-09,20180909,477,19023,4,2023-09-16,3,7,0.1248,Southwest9
SO54098,2023-09-09,20180909,465,24343,4,2023-09-16,3,3,0.6123,Southwest9
SO54065,2023-09-09,20180909,484,14463,4,2023-09-16,3,8,0.1988,Southwest9
SO54092,2023-09-09,20180909,478,12186,4,2023-09-16,3,7,0.2498,Southwest9
SO54094,2023-09-09,20180909,231,12160,1,2023-09-16,3,6,1.2498,Northwest9
SO54052,2023-09-09,20180909,486,27525,1,2023-09-16,3,8,3.975,Northwest9
SO54080,2023-09-09,20180909,480,11843,1,2023-09-16,3,2,0.0573,Northwest9
SO54061,2023-09-09,20180909,491,18584,1,2023-09-16,2,3,1.3498,Northwest9
SO54052,2023-09-09,20180909,480,27525,1,2023-09-16,2,5,0.0573,Northwest9
SO54065,2023-09-09,20180909,487,14463,4,2023-09-16,2,5,1.3748,Southwest9
SO54091,2023-09-09,20180909,537,12170,4,2023-09-16,2,5,0.875,Southwest9
SO54090,2023-09-09,20180909,478,12206,4,2023-09-16,2,5,0.2498,Southwest9
SO54088,2023-09-09,20180909,478,19023,4,2023-09-16,2,5,0.2498,Southwest9
SO54064,2023-09-09,20180909,528,16001,4,2023-09-16,1,4,0.1248,Southwest9
SO54065,2023-09-09,20180909,528,14463,4,2023-09-16,1,6,0.1248,Southwest9
SO54058,2023-09-09,20180909,477,18424,4,2023-09-16,1,5,0.1248,Southwest9
SO54059,2023-09-09,20180909,477,19214,4,2023-09-16,1,2,0.1248,Southwest9
SO54063,2023-09-09,20180909,477,17683,4,2023-09-16,1,3,0.1248,Southwest9
SO54093,2023-09-09,20180909,363,12104,4,2023-09-16,1,5,57.3748,Southwest9
SO54091,2023-09-09,20180909,361,12170,4,2023-09-16,1,3,57.3748,Southwest9
SO54094,2023-09-09,20180909,485,12160,1,2023-09-16,2,4,0.5495,Northwest9
SO54090,2023-09-09,20180909,357,12206,4,2023-09-16,1,4,57.9998,Southwest9
SO54089,2023-09-09,20180909,588,13925,4,2023-09-16,1,2,19.2373,Southwest9
SO54050,2023-09-09,20180909,488,11686,4,2023-09-16,1,2,1.3498,Southwest9
SO54088,2023-09-09,20180909,595,19023,4,2023-09-16,1,5,14.1248,Southwest9
SO54056,2023-09-09,20180909,225,18966,4,2023-09-16,1,3,0.2248,Southwest9
SO54054,2023-09-09,20180909,536,23472,4,2023-09-16,1,2,0.7498,Southwest9
SO54078,2023-09-09,20180909,537,11706,4,2023-09-16,1,4,0.875,Southwest9
SO54100,2023-09-09,20180909,606,11401,7,2023-09-16,1,7,13.4998,France9
SO54060,2023-09-09,20180909,475,18671,4,2023-09-16,1,8,1.7498,Southwest9
SO54062,2023-09-09,20180909,217,18640,1,2023-09-16,2,5,0.8748,Northwest9
SO54057,2023-09-09,20180909,475,20344,4,2023-09-16,1,4,1.7498,Southwest9
SO54080,2023-09-09,20180909,528,11843,1,2023-09-16,2,1,0.1248,Northwest9
SO54067,2023-09-09,20180909,490,14842,8,2023-09-16,4,6,1.3498,Germany9
SO54067,2023-09-09,20180909,225,14842,8,2023-09-16,5,1,0.2248,Germany9
SO54040,2023-09-09,20180909,214,11572,7,2023-09-16,5,8,0.8748,France9
SO54040,2023-09-09,20180909,225,11572,7,2023-09-16,4,2,0.2248,France9
SO54040,2023-09-09,20180909,477,11572,7,2023-09-16,3,5,0.1248,France9
SO54102,2023-09-09,20180909,477,24084,7,2023-09-16,3,8,0.1248,France9
SO54040,2023-09-09,20180909,478,11572,7,2023-09-16,2,6,0.2498,France9
SO54067,2023-09-09,20180909,477,14842,8,2023-09-16,3,7,0.1248,Germany9
SO54073,2023-09-09,20180909,467,19460,7,2023-09-16,2,7,0.6123,France9
SO54072,2023-09-09,20180909,477,12798,7,2023-09-16,2,3,0.1248,France9
SO54100,2023-09-09,20180909,222,11401,7,2023-09-16,2,6,0.8748,France9
SO54039,2023-09-09,20180909,361,12510,7,2023-09-16,1,8,57.3748,France9
SO54102,2023-09-09,20180909,574,24084,7,2023-09-16,1,8,59.6018,France9
SO54040,2023-09-09,20180909,355,11572,7,2023-09-16,1,2,57.9998,France9
SO54095,2023-09-09,20180909,567,11439,7,2023-09-16,1,2,18.5588,France9
SO54099,2023-09-09,20180909,214,19538,1,2023-09-16,2,6,0.8748,Northwest9
SO54102,2023-09-09,20180909,479,24084,7,2023-09-16,2,7,0.2248,France9
SO54076,2023-09-09,20180909,217,28374,8,2023-09-16,3,5,0.8748,Germany9
SO54095,2023-09-09,20180909,217,11439,7,2023-09-16,2,7,0.8748,France9
SO54076,2023-09-09,20180909,530,28374,8,2023-09-16,2,5,0.1248,Germany9
SO54061,2023-09-09,20180909,476,18584,1,2023-09-16,1,5,1.7498,Northwest9
SO54066,2023-09-09,20180909,222,18170,8,2023-09-16,2,6,0.8748,Germany9
SO54094,2023-09-09,20180909,363,12160,1,2023-09-16,1,2,57.3748,Northwest9
SO54099,2023-09-09,20180909,386,19538,1,2023-09-16,1,6,28.0123,Northwest9
SO54080,2023-09-09,20180909,537,11843,1,2023-09-16,1,2,0.875,Northwest9
SO54086,2023-09-09,20180909,599,15834,1,2023-09-16,1,2,13.4998,Northwest9
SO54081,2023-09-09,20180909,485,13213,1,2023-09-16,1,3,0.5495,Northwest9
SO54083,2023-09-09,20180909,485,14271,1,2023-09-16,1,2,0.5495,Northwest9
SO54052,2023-09-09,20180909,538,27525,1,2023-09-16,1,1,0.5373,Northwest9
SO54062,2023-09-09,20180909,477,18640,1,2023-09-16,1,4,0.1248,Northwest9
SO54066,2023-09-09,20180909,528,18170,8,2023-09-16,1,5,0.1248,Germany9
SO54067,2023-09-09,20180909,485,14842,8,2023-09-16,1,7,0.5495,Germany9
SO54075,2023-09-09,20180909,480,24544,8,2023-09-16,2,6,0.0573,Germany9
SO54076,2023-09-09,20180909,541,28374,8,2023-09-16,1,6,0.7248,Germany9
SO54084,2023-09-09,20180909,225,12481,8,2023-09-16,1,8,0.2248,Germany9
SO54075,2023-09-09,20180909,529,24544,8,2023-09-16,1,3,0.0998,Germany9
SO54067,2023-09-09,20180909,478,14842,8,2023-09-16,2,1,0.2498,Germany9
SO54113,2023-09-10,20180910,463,11091,6,2023-09-17,3,4,0.6123,Canada9
SO54144,2023-09-10,20180910,384,18570,6,2023-09-17,1,2,28.0123,Canada9
SO54116,2023-09-10,20180910,540,11176,6,2023-09-17,1,2,0.815,Canada9
SO54112,2023-09-10,20180910,539,11330,6,2023-09-17,1,8,0.6248,Canada9
SO54118,2023-09-10,20180910,478,11712,6,2023-09-17,1,8,0.2498,Canada9
SO54114,2023-09-10,20180910,529,16331,6,2023-09-17,1,4,0.0998,Canada9
SO54138,2023-09-10,20180910,479,28115,9,2023-09-17,2,3,0.2248,Australia9
SO54113,2023-09-10,20180910,530,11091,6,2023-09-17,1,5,0.1248,Canada9
SO54106,2023-09-10,20180910,528,14217,9,2023-09-17,2,6,0.1248,Australia9
SO54114,2023-09-10,20180910,480,16331,6,2023-09-17,3,1,0.0573,Canada9
SO54136,2023-09-10,20180910,479,20822,9,2023-09-17,2,3,0.2248,Australia9
SO54117,2023-09-10,20180910,536,11711,6,2023-09-17,1,8,0.7498,Canada9
SO54116,2023-09-10,20180910,480,11176,6,2023-09-17,2,4,0.0573,Canada9
SO54119,2023-09-10,20180910,528,17723,10,2023-09-17,1,3,0.1248,United Kingdom9
SO54144,2023-09-10,20180910,491,18570,6,2023-09-17,2,4,1.3498,Canada9
SO54114,2023-09-10,20180910,540,16331,6,2023-09-17,2,1,0.815,Canada9
SO54113,2023-09-10,20180910,541,11091,6,2023-09-17,2,4,0.7248,Canada9
SO54117,2023-09-10,20180910,482,11711,6,2023-09-17,2,2,0.2248,Canada9
SO54123,2023-09-10,20180910,477,24085,10,2023-09-17,1,4,0.1248,United Kingdom9
SO54122,2023-09-10,20180910,528,21678,10,2023-09-17,1,7,0.1248,United Kingdom9
SO54121,2023-09-10,20180910,529,25692,10,2023-09-17,1,6,0.0998,United Kingdom9
SO54145,2023-09-10,20180910,605,27965,10,2023-09-17,1,6,13.4998,United Kingdom9
SO54110,2023-09-10,20180910,597,18621,10,2023-09-17,1,3,13.4998,United Kingdom9
SO54126,2023-09-10,20180910,541,14540,10,2023-09-17,1,1,0.7248,United Kingdom9
SO54134,2023-09-10,20180910,225,12284,10,2023-09-17,1,6,0.2248,United Kingdom9
SO54139,2023-09-10,20180910,540,18708,9,2023-09-17,2,3,0.815,Australia9
SO54105,2023-09-10,20180910,361,12328,10,2023-09-17,1,1,57.3748,United Kingdom9
SO54112,2023-09-10,20180910,529,11330,6,2023-09-17,2,4,0.0998,Canada9
SO54137,2023-09-10,20180910,538,20426,9,2023-09-17,2,1,0.5373,Australia9
SO54136,2023-09-10,20180910,584,20822,9,2023-09-17,1,5,13.4998,Australia9
SO54140,2023-09-10,20180910,478,12013,9,2023-09-17,2,1,0.2498,Australia9
SO54123,2023-09-10,20180910,217,24085,10,2023-09-17,2,1,0.8748,United Kingdom9
SO54125,2023-09-10,20180910,480,21819,7,2023-09-17,2,1,0.0573,France9
SO54126,2023-09-10,20180910,480,14540,10,2023-09-17,3,6,0.0573,United Kingdom9
SO54110,2023-09-10,20180910,237,18621,10,2023-09-17,2,6,1.2498,United Kingdom9
SO54135,2023-09-10,20180910,577,25532,7,2023-09-17,2,3,30.3713,France9
SO54134,2023-09-10,20180910,577,12284,10,2023-09-17,2,2,30.3713,United Kingdom9
SO54146,2023-09-10,20180910,561,12300,7,2023-09-17,1,2,59.6018,France9
SO54137,2023-09-10,20180910,606,20426,9,2023-09-17,1,8,13.4998,Australia9
SO54132,2023-09-10,20180910,588,13984,4,2023-09-17,1,4,19.2373,Southwest9
SO54139,2023-09-10,20180910,380,18708,9,2023-09-17,1,4,61.0838,Australia9
SO54107,2023-09-10,20180910,528,27704,9,2023-09-17,1,6,0.1248,Australia9
SO54138,2023-09-10,20180910,605,28115,9,2023-09-17,1,5,13.4998,Australia9
SO54140,2023-09-10,20180910,596,12013,9,2023-09-17,1,2,13.4998,Australia9
SO54103,2023-09-10,20180910,386,24903,9,2023-09-17,1,7,28.0123,Australia9
SO54106,2023-09-10,20180910,535,14217,9,2023-09-17,1,5,0.6248,Australia9
SO54108,2023-09-10,20180910,540,16619,9,2023-09-17,1,3,0.815,Australia9
SO54138,2023-09-10,20180910,482,28115,9,2023-09-17,4,7,0.2248,Australia9
SO54106,2023-09-10,20180910,463,14217,9,2023-09-17,4,1,0.6123,Australia9
SO54136,2023-09-10,20180910,480,20822,9,2023-09-17,4,1,0.0573,Australia9
SO54138,2023-09-10,20180910,477,28115,9,2023-09-17,3,7,0.1248,Australia9
SO54136,2023-09-10,20180910,477,20822,9,2023-09-17,3,3,0.1248,Australia9
SO54139,2023-09-10,20180910,480,18708,9,2023-09-17,3,3,0.0573,Australia9
SO54107,2023-09-10,20180910,480,27704,9,2023-09-17,3,2,0.0573,Australia9
SO54103,2023-09-10,20180910,481,24903,9,2023-09-17,3,4,0.2248,Australia9
SO54106,2023-09-10,20180910,214,14217,9,2023-09-17,3,8,0.8748,Australia9
SO54108,2023-09-10,20180910,217,16619,9,2023-09-17,2,1,0.8748,Australia9
SO54103,2023-09-10,20180910,214,24903,9,2023-09-17,2,7,0.8748,Australia9
SO54107,2023-09-10,20180910,537,27704,9,2023-09-17,2,8,0.875,Australia9
SO54126,2023-09-10,20180910,530,14540,10,2023-09-17,2,4,0.1248,United Kingdom9
SO54109,2023-09-10,20180910,582,17109,7,2023-09-17,1,8,42.5248,France9
SO54119,2023-09-10,20180910,535,17723,10,2023-09-17,2,8,0.6248,United Kingdom9
SO54130,2023-09-10,20180910,528,12161,1,2023-09-17,1,4,0.1248,Northwest9
SO54142,2023-09-10,20180910,606,16354,1,2023-09-17,1,6,13.4998,Northwest9
SO54115,2023-09-10,20180910,541,27202,1,2023-09-17,1,2,0.7248,Northwest9
SO54115,2023-09-10,20180910,530,27202,1,2023-09-17,2,4,0.1248,Northwest9
SO54142,2023-09-10,20180910,214,16354,1,2023-09-17,2,4,0.8748,Northwest9
SO54130,2023-09-10,20180910,537,12161,1,2023-09-17,2,1,0.875,Northwest9
SO54130,2023-09-10,20180910,486,12161,1,2023-09-17,3,4,3.975,Northwest9
SO54115,2023-09-10,20180910,487,27202,1,2023-09-17,3,6,1.3748,Northwest9
SO54115,2023-09-10,20180910,484,27202,1,2023-09-17,4,2,0.1988,Northwest9
SO54141,2023-09-10,20180910,214,22745,4,2023-09-17,4,6,0.8748,Southwest9
SO54131,2023-09-10,20180910,225,13939,4,2023-09-17,4,2,0.2248,Southwest9
SO54133,2023-09-10,20180910,480,12200,4,2023-09-17,3,1,0.0573,Southwest9
SO54131,2023-09-10,20180910,491,13939,4,2023-09-17,3,8,1.3498,Southwest9
SO54143,2023-09-10,20180910,234,19545,4,2023-09-17,3,4,1.2498,Southwest9
SO54141,2023-09-10,20180910,479,22745,4,2023-09-17,3,6,0.2248,Southwest9
SO54129,2023-09-10,20180910,214,11049,4,2023-09-17,3,6,0.8748,Southwest9
SO54141,2023-09-10,20180910,477,22745,4,2023-09-17,2,6,0.1248,Southwest9
SO54143,2023-09-10,20180910,225,19545,4,2023-09-17,2,6,0.2248,Southwest9
SO54121,2023-09-10,20180910,225,25692,10,2023-09-17,2,6,0.2248,United Kingdom9
SO54131,2023-09-10,20180910,474,13939,4,2023-09-17,2,2,1.7498,Southwest9
SO54133,2023-09-10,20180910,537,12200,4,2023-09-17,2,2,0.875,Southwest9
SO54129,2023-09-10,20180910,537,11049,4,2023-09-17,2,1,0.875,Southwest9
SO54131,2023-09-10,20180910,588,13939,4,2023-09-17,1,7,19.2373,Southwest9
SO54133,2023-09-10,20180910,355,12200,4,2023-09-17,1,5,57.9998,Southwest9
SO54141,2023-09-10,20180910,604,22745,4,2023-09-17,1,2,13.4998,Southwest9
SO54143,2023-09-10,20180910,390,19545,4,2023-09-17,1,5,28.0123,Southwest9
SO54129,2023-09-10,20180910,528,11049,4,2023-09-17,1,5,0.1248,Southwest9
SO54147,2023-09-10,20180910,564,15084,8,2023-09-17,1,2,59.6018,Germany9
SO54120,2023-09-10,20180910,485,17189,8,2023-09-17,1,1,0.5495,Germany9
SO54132,2023-09-10,20180910,474,13984,4,2023-09-17,2,8,1.7498,Southwest9
SO54147,2023-09-10,20180910,214,15084,8,2023-09-17,2,5,0.8748,Germany9
SO54120,2023-09-10,20180910,465,17189,8,2023-09-17,2,2,0.6123,Germany9
SO54145,2023-09-10,20180910,538,27965,10,2023-09-17,2,1,0.5373,United Kingdom9
SO54122,2023-09-10,20180910,536,21678,10,2023-09-17,2,1,0.7498,United Kingdom9
SO54105,2023-09-10,20180910,478,12328,10,2023-09-17,2,8,0.2498,United Kingdom9
SO54105,2023-09-10,20180910,477,12328,10,2023-09-17,3,5,0.1248,United Kingdom9
SO54145,2023-09-10,20180910,529,27965,10,2023-09-17,3,5,0.0998,United Kingdom9
SO54122,2023-09-10,20180910,484,21678,10,2023-09-17,3,8,0.1988,United Kingdom9
SO54121,2023-09-10,20180910,489,25692,10,2023-09-17,3,7,1.3498,United Kingdom9
SO54105,2023-09-10,20180910,217,12328,10,2023-09-17,4,3,0.8748,United Kingdom9
SO54124,2023-09-10,20180910,477,19463,7,2023-09-17,1,7,0.1248,France9
SO54128,2023-09-10,20180910,538,24866,7,2023-09-17,1,2,0.5373,France9
SO54127,2023-09-10,20180910,538,24863,7,2023-09-17,1,7,0.5373,France9
SO54135,2023-09-10,20180910,225,25532,7,2023-09-17,1,8,0.2248,France9
SO54125,2023-09-10,20180910,536,21819,7,2023-09-17,1,3,0.7498,France9
SO54119,2023-09-10,20180910,214,17723,10,2023-09-17,3,6,0.8748,United Kingdom9
SO54109,2023-09-10,20180910,479,17109,7,2023-09-17,3,6,0.2248,France9
SO54111,2023-09-10,20180910,361,12124,7,2023-09-17,1,4,57.3748,France9
SO54109,2023-09-10,20180910,477,17109,7,2023-09-17,2,8,0.1248,France9
SO54146,2023-09-10,20180910,479,12300,7,2023-09-17,2,3,0.2248,France9
SO54104,2023-09-10,20180910,480,12607,7,2023-09-17,2,4,0.0573,France9
SO54111,2023-09-10,20180910,478,12124,7,2023-09-17,2,7,0.2498,France9
SO54128,2023-09-10,20180910,529,24866,7,2023-09-17,2,7,0.0998,France9
SO54127,2023-09-10,20180910,529,24863,7,2023-09-17,2,4,0.0998,France9
SO54109,2023-09-10,20180910,489,17109,7,2023-09-17,4,2,1.3498,France9
SO54111,2023-09-10,20180910,222,12124,7,2023-09-17,3,2,0.8748,France9
SO54128,2023-09-10,20180910,480,24866,7,2023-09-17,3,7,0.0573,France9
SO54127,2023-09-10,20180910,480,24863,7,2023-09-17,3,1,0.0573,France9
SO54104,2023-09-10,20180910,355,12607,7,2023-09-17,1,1,57.9998,France9
SO54167,2023-09-11,20180911,530,24695,7,2023-09-18,1,4,0.1248,France9
SO54165,2023-09-11,20180911,477,19462,7,2023-09-18,1,8,0.1248,France9
SO54175,2023-09-11,20180911,225,27792,8,2023-09-18,1,5,0.2248,Germany9
SO54164,2023-09-11,20180911,473,14982,10,2023-09-18,4,5,1.5875,United Kingdom9
SO54164,2023-09-11,20180911,478,14982,10,2023-09-18,3,1,0.2498,United Kingdom9
SO54181,2023-09-11,20180911,384,19386,7,2023-09-18,1,5,28.0123,France9
SO54166,2023-09-11,20180911,222,12262,10,2023-09-18,3,8,0.8748,United Kingdom9
SO54164,2023-09-11,20180911,477,14982,10,2023-09-18,5,7,0.1248,United Kingdom9
SO54181,2023-09-11,20180911,217,19386,7,2023-09-18,2,8,0.8748,France9
SO54183,2023-09-11,20180911,538,29399,8,2023-09-18,2,5,0.5373,Germany9
SO54167,2023-09-11,20180911,486,24695,7,2023-09-18,3,5,3.975,France9
SO54169,2023-09-11,20180911,217,28465,8,2023-09-18,3,7,0.8748,Germany9
SO54149,2023-09-11,20180911,222,11431,8,2023-09-18,3,1,0.8748,Germany9
SO54169,2023-09-11,20180911,530,28465,8,2023-09-18,2,8,0.1248,Germany9
SO54175,2023-09-11,20180911,567,27792,8,2023-09-18,2,2,18.5588,Germany9
SO54162,2023-09-11,20180911,484,14935,8,2023-09-18,2,6,0.1988,Germany9
SO54149,2023-09-11,20180911,537,11431,8,2023-09-18,2,2,0.875,Germany9
SO54163,2023-09-11,20180911,529,19291,10,2023-09-18,2,5,0.0998,United Kingdom9
SO54165,2023-09-11,20180911,465,19462,7,2023-09-18,2,3,0.6123,France9
SO54164,2023-09-11,20180911,537,14982,10,2023-09-18,2,3,0.875,United Kingdom9
SO54148,2023-09-11,20180911,477,18494,9,2023-09-18,3,2,0.1248,Australia9
SO54182,2023-09-11,20180911,490,22695,10,2023-09-18,2,8,1.3498,United Kingdom9
SO54169,2023-09-11,20180911,541,28465,8,2023-09-18,1,1,0.7248,Germany9
SO54148,2023-09-11,20180911,372,18494,9,2023-09-18,1,3,61.0838,Australia9
SO54150,2023-09-11,20180911,539,15579,9,2023-09-18,1,7,0.6248,Australia9
SO54151,2023-09-11,20180911,536,17062,9,2023-09-18,1,5,0.7498,Australia9
SO54152,2023-09-11,20180911,538,25220,9,2023-09-18,1,6,0.5373,Australia9
SO54148,2023-09-11,20180911,480,18494,9,2023-09-18,4,2,0.0573,Australia9
SO54176,2023-09-11,20180911,582,18729,9,2023-09-18,1,5,42.5248,Australia9
SO54151,2023-09-11,20180911,480,17062,9,2023-09-18,3,5,0.0573,Australia9
SO54152,2023-09-11,20180911,480,25220,9,2023-09-18,2,3,0.0573,Australia9
SO54176,2023-09-11,20180911,490,18729,9,2023-09-18,2,2,1.3498,Australia9
SO54148,2023-09-11,20180911,479,18494,9,2023-09-18,2,8,0.2248,Australia9
SO54151,2023-09-11,20180911,528,17062,9,2023-09-18,2,4,0.1248,Australia9
SO54161,2023-09-11,20180911,485,22265,6,2023-09-18,1,2,0.5495,Canada9
SO54164,2023-09-11,20180911,528,14982,10,2023-09-18,1,6,0.1248,United Kingdom9
SO54168,2023-09-11,20180911,530,16314,10,2023-09-18,1,3,0.1248,United Kingdom9
SO54166,2023-09-11,20180911,529,12262,10,2023-09-18,1,2,0.0998,United Kingdom9
SO54163,2023-09-11,20180911,539,19291,10,2023-09-18,1,6,0.6248,United Kingdom9
SO54182,2023-09-11,20180911,390,22695,10,2023-09-18,1,4,28.0123,United Kingdom9
SO54167,2023-09-11,20180911,480,24695,7,2023-09-18,2,5,0.0573,France9
SO54166,2023-09-11,20180911,538,12262,10,2023-09-18,2,7,0.5373,United Kingdom9
SO54162,2023-09-11,20180911,485,14935,8,2023-09-18,1,4,0.5495,Germany9
SO54168,2023-09-11,20180911,222,16314,10,2023-09-18,2,3,0.8748,United Kingdom9
SO54184,2023-09-11,20180911,604,13257,8,2023-09-18,1,6,13.4998,Germany9
SO54160,2023-09-11,20180911,225,16760,4,2023-09-18,3,5,0.2248,Southwest9
SO54173,2023-09-11,20180911,214,12188,4,2023-09-18,2,1,0.8748,Southwest9
SO54171,2023-09-11,20180911,214,13416,4,2023-09-18,2,1,0.8748,Southwest9
SO54180,2023-09-11,20180911,217,19679,4,2023-09-18,2,7,0.8748,Southwest9
SO54153,2023-09-11,20180911,225,28269,4,2023-09-18,2,7,0.2248,Southwest9
SO54179,2023-09-11,20180911,539,19550,4,2023-09-18,2,7,0.6248,Southwest9
SO54172,2023-09-11,20180911,539,16889,4,2023-09-18,2,1,0.6248,Southwest9
SO54160,2023-09-11,20180911,488,16760,4,2023-09-18,2,7,1.3498,Southwest9
SO54171,2023-09-11,20180911,237,13416,4,2023-09-18,3,1,1.2498,Southwest9
SO54171,2023-09-11,20180911,485,13416,4,2023-09-18,1,5,0.5495,Southwest9
SO54172,2023-09-11,20180911,580,16889,4,2023-09-18,1,3,42.5248,Southwest9
SO54173,2023-09-11,20180911,357,12188,4,2023-09-18,1,6,57.9998,Southwest9
SO54178,2023-09-11,20180911,584,21766,4,2023-09-18,1,5,13.4998,Southwest9
SO54180,2023-09-11,20180911,388,19679,4,2023-09-18,1,5,28.0123,Southwest9
SO54179,2023-09-11,20180911,388,19550,4,2023-09-18,1,2,28.0123,Southwest9
SO54153,2023-09-11,20180911,530,28269,4,2023-09-18,1,1,0.1248,Southwest9
SO54158,2023-09-11,20180911,477,17275,4,2023-09-18,1,6,0.1248,Southwest9
SO54149,2023-09-11,20180911,359,11431,8,2023-09-18,1,8,57.3748,Germany9
SO54155,2023-09-11,20180911,536,23061,4,2023-09-18,1,8,0.7498,Southwest9
SO54172,2023-09-11,20180911,529,16889,4,2023-09-18,3,2,0.0998,Southwest9
SO54160,2023-09-11,20180911,477,16760,4,2023-09-18,1,5,0.1248,Southwest9
SO54179,2023-09-11,20180911,483,19550,4,2023-09-18,4,7,3,Southwest9
SO54179,2023-09-11,20180911,529,19550,4,2023-09-18,3,1,0.0998,Southwest9
SO54159,2023-09-11,20180911,528,15423,1,2023-09-18,1,1,0.1248,Northwest9
SO54177,2023-09-11,20180911,606,21651,1,2023-09-18,1,3,13.4998,Northwest9
SO54154,2023-09-11,20180911,536,23869,1,2023-09-18,1,3,0.7498,Northwest9
SO54170,2023-09-11,20180911,537,11973,1,2023-09-18,1,5,0.875,Northwest9
SO54174,2023-09-11,20180911,355,12141,1,2023-09-18,1,7,57.9998,Northwest9
SO54157,2023-09-11,20180911,474,20739,1,2023-09-18,1,4,1.7498,Northwest9
SO54170,2023-09-11,20180911,528,11973,1,2023-09-18,2,8,0.1248,Northwest9
SO54154,2023-09-11,20180911,528,23869,1,2023-09-18,2,2,0.1248,Northwest9
SO54156,2023-09-11,20180911,477,18364,1,2023-09-18,1,7,0.1248,Northwest9
SO54157,2023-09-11,20180911,481,20739,1,2023-09-18,2,8,0.2248,Northwest9
SO54177,2023-09-11,20180911,487,21651,1,2023-09-18,4,7,1.3748,Northwest9
SO54174,2023-09-11,20180911,485,12141,1,2023-09-18,2,8,0.5495,Northwest9
SO54174,2023-09-11,20180911,482,12141,1,2023-09-18,4,3,0.2248,Northwest9
SO54174,2023-09-11,20180911,234,12141,1,2023-09-18,3,1,1.2498,Northwest9
SO54183,2023-09-11,20180911,604,29399,8,2023-09-18,1,2,13.4998,Germany9
SO54170,2023-09-11,20180911,222,11973,1,2023-09-18,3,1,0.8748,Northwest9
SO54156,2023-09-11,20180911,483,18364,1,2023-09-18,2,3,3,Northwest9
SO54177,2023-09-11,20180911,479,21651,1,2023-09-18,2,1,0.2248,Northwest9
SO54177,2023-09-11,20180911,477,21651,1,2023-09-18,3,2,0.1248,Northwest9
SO54239,2023-09-12,20180912,479,18908,9,2023-09-19,2,8,0.2248,Australia9
