son,orderdate,orderdatekey,pk,ck,stk,dateofshipping,soln,oquantity,freight,region
SO74281,2024-07-05,20190705,529,13124,9,2024-07-12,1,2,0.0998,Australia7
SO74298,2024-07-05,20190705,537,15448,10,2024-07-12,1,7,0.875,United Kingdom7
SO74298,2024-07-05,20190705,528,15448,10,2024-07-12,2,2,0.1248,United Kingdom7
SO74299,2024-07-05,20190705,528,14999,10,2024-07-12,1,3,0.1248,United Kingdom7
SO74299,2024-07-05,20190705,537,14999,10,2024-07-12,2,3,0.875,United Kingdom7
SO74303,2024-07-05,20190705,477,24145,10,2024-07-12,1,5,0.1248,United Kingdom7
SO74301,2024-07-05,20190705,538,24877,7,2024-07-12,1,5,0.5373,France7
SO74277,2024-07-05,20190705,467,16930,9,2024-07-12,2,2,0.6123,Australia7
SO74305,2024-07-05,20190705,530,22624,7,2024-07-12,2,5,0.1248,France7
SO74295,2024-07-05,20190705,485,18535,6,2024-07-12,1,6,0.5495,Canada7
SO74301,2024-07-05,20190705,529,24877,7,2024-07-12,2,3,0.0998,France7
SO74302,2024-07-05,20190705,480,21113,7,2024-07-12,2,2,0.0573,France7
SO74285,2024-07-05,20190705,528,22548,4,2024-07-12,1,4,0.1248,Southwest7
SO74294,2024-07-05,20190705,477,16240,4,2024-07-12,1,5,0.1248,Southwest7
SO74284,2024-07-05,20190705,535,26193,4,2024-07-12,1,5,0.6248,Southwest7
SO74282,2024-07-05,20190705,541,26637,4,2024-07-12,1,7,0.7248,Southwest7
SO74284,2024-07-05,20190705,480,26193,4,2024-07-12,2,6,0.0573,Southwest7
SO74285,2024-07-05,20190705,536,22548,4,2024-07-12,2,3,0.7498,Southwest7
SO74282,2024-07-05,20190705,463,26637,4,2024-07-12,3,8,0.6123,Southwest7
SO74284,2024-07-05,20190705,484,26193,4,2024-07-12,3,1,0.1988,Southwest7
SO74285,2024-07-05,20190705,480,22548,4,2024-07-12,3,3,0.0573,Southwest7
SO74286,2024-07-05,20190705,231,21714,1,2024-07-12,3,3,1.2498,Northwest7
SO74293,2024-07-05,20190705,228,15306,1,2024-07-12,3,6,1.2498,Northwest7
SO74288,2024-07-05,20190705,463,21935,1,2024-07-12,3,8,0.6123,Northwest7
SO74283,2024-07-05,20190705,480,28762,1,2024-07-12,2,5,0.0573,Northwest7
SO74282,2024-07-05,20190705,530,26637,4,2024-07-12,2,5,0.1248,Southwest7
SO74293,2024-07-05,20190705,222,15306,1,2024-07-12,2,1,0.8748,Northwest7
SO74289,2024-07-05,20190705,478,21901,1,2024-07-12,2,5,0.2498,Northwest7
SO74301,2024-07-05,20190705,481,24877,7,2024-07-12,3,5,0.2248,France7
SO74300,2024-07-05,20190705,217,14980,8,2024-07-12,2,5,0.8748,Germany7
SO74300,2024-07-05,20190705,485,14980,8,2024-07-12,1,6,0.5495,Germany7
SO74304,2024-07-05,20190705,477,22521,8,2024-07-12,1,2,0.1248,Germany7
SO74296,2024-07-05,20190705,528,16274,8,2024-07-12,1,5,0.1248,Germany7
SO74289,2024-07-05,20190705,477,21901,1,2024-07-12,1,7,0.1248,Northwest7
SO74297,2024-07-05,20190705,528,18153,8,2024-07-12,1,2,0.1248,Germany7
SO74293,2024-07-05,20190705,528,15306,1,2024-07-12,1,7,0.1248,Northwest7
SO74288,2024-07-05,20190705,478,21935,1,2024-07-12,1,2,0.2498,Northwest7
SO74286,2024-07-05,20190705,478,21714,1,2024-07-12,1,8,0.2498,Northwest7
SO74283,2024-07-05,20190705,539,28762,1,2024-07-12,1,2,0.6248,Northwest7
SO74288,2024-07-05,20190705,477,21935,1,2024-07-12,2,1,0.1248,Northwest7
SO74286,2024-07-05,20190705,477,21714,1,2024-07-12,2,2,0.1248,Northwest7
SO74327,2024-07-06,20190706,528,19525,6,2024-07-13,1,1,0.1248,Canada7
SO74317,2024-07-06,20190706,528,17657,6,2024-07-13,2,4,0.1248,Canada7
SO74316,2024-07-06,20190706,529,11287,6,2024-07-13,2,4,0.0998,Canada7
SO74313,2024-07-06,20190706,530,13760,6,2024-07-13,2,6,0.1248,Canada7
SO74306,2024-07-06,20190706,477,11632,6,2024-07-13,2,2,0.1248,Canada7
SO74320,2024-07-06,20190706,231,27377,6,2024-07-13,2,4,1.2498,Canada7
SO74326,2024-07-06,20190706,528,23350,6,2024-07-13,1,4,0.1248,Canada7
SO74306,2024-07-06,20190706,479,11632,6,2024-07-13,1,8,0.2248,Canada7
SO74321,2024-07-06,20190706,477,11723,6,2024-07-13,1,8,0.1248,Canada7
SO74320,2024-07-06,20190706,476,27377,6,2024-07-13,1,1,1.7498,Canada7
SO74317,2024-07-06,20190706,536,17657,6,2024-07-13,1,7,0.7498,Canada7
SO74316,2024-07-06,20190706,540,11287,6,2024-07-13,1,2,0.815,Canada7
SO74313,2024-07-06,20190706,541,13760,6,2024-07-13,1,4,0.7248,Canada7
SO74321,2024-07-06,20190706,217,11723,6,2024-07-13,2,2,0.8748,Canada7
SO74323,2024-07-06,20190706,477,12056,6,2024-07-13,1,6,0.1248,Canada7
SO74323,2024-07-06,20190706,222,12056,6,2024-07-13,2,4,0.8748,Canada7
SO74331,2024-07-06,20190706,529,26820,10,2024-07-13,1,5,0.0998,United Kingdom7
SO74327,2024-07-06,20190706,214,19525,6,2024-07-13,2,4,0.8748,Canada7
SO74333,2024-07-06,20190706,530,16443,10,2024-07-13,1,3,0.1248,United Kingdom7
SO74328,2024-07-06,20190706,528,17939,7,2024-07-13,1,1,0.1248,France7
SO74310,2024-07-06,20190706,486,12692,9,2024-07-13,1,4,3.975,Australia7
SO74309,2024-07-06,20190706,485,17375,9,2024-07-13,1,3,0.5495,Australia7
SO74308,2024-07-06,20190706,536,17237,9,2024-07-13,1,6,0.7498,Australia7
SO74307,2024-07-06,20190706,539,15796,9,2024-07-13,1,7,0.6248,Australia7
SO74326,2024-07-06,20190706,487,23350,6,2024-07-13,2,3,1.3748,Canada7
SO74308,2024-07-06,20190706,528,17237,9,2024-07-13,2,4,0.1248,Australia7
SO74308,2024-07-06,20190706,485,17237,9,2024-07-13,3,1,0.5495,Australia7
SO74320,2024-07-06,20190706,225,27377,6,2024-07-13,3,8,0.2248,Canada7
SO74317,2024-07-06,20190706,480,17657,6,2024-07-13,3,3,0.0573,Canada7
SO74316,2024-07-06,20190706,480,11287,6,2024-07-13,3,3,0.0573,Canada7
SO74313,2024-07-06,20190706,214,13760,6,2024-07-13,3,5,0.8748,Canada7
SO74306,2024-07-06,20190706,471,11632,6,2024-07-13,3,5,1.5875,Canada7
SO74308,2024-07-06,20190706,488,17237,9,2024-07-13,4,3,1.3498,Australia7
SO74328,2024-07-06,20190706,536,17939,7,2024-07-13,2,5,0.7498,France7
SO74328,2024-07-06,20190706,480,17939,7,2024-07-13,3,2,0.0573,France7
SO74332,2024-07-06,20190706,217,26951,8,2024-07-13,3,8,0.8748,Germany7
SO74334,2024-07-06,20190706,537,11645,1,2024-07-13,2,5,0.875,Northwest7
SO74312,2024-07-06,20190706,541,26783,1,2024-07-13,2,4,0.7248,Northwest7
SO74334,2024-07-06,20190706,217,11645,1,2024-07-13,3,1,0.8748,Northwest7
SO74315,2024-07-06,20190706,214,26580,1,2024-07-13,3,5,0.8748,Northwest7
SO74318,2024-07-06,20190706,491,18846,1,2024-07-13,3,2,1.3498,Northwest7
SO74312,2024-07-06,20190706,487,26783,1,2024-07-13,3,6,1.3748,Northwest7
SO74318,2024-07-06,20190706,225,18846,1,2024-07-13,2,6,0.2248,Northwest7
SO74334,2024-07-06,20190706,465,11645,1,2024-07-13,4,4,0.6123,Northwest7
SO74325,2024-07-06,20190706,465,14407,4,2024-07-13,3,4,0.6123,Southwest7
SO74325,2024-07-06,20190706,214,14407,4,2024-07-13,2,2,0.8748,Southwest7
SO74319,2024-07-06,20190706,214,18507,4,2024-07-13,2,3,0.8748,Southwest7
SO74322,2024-07-06,20190706,225,18107,4,2024-07-13,2,5,0.2248,Southwest7
SO74322,2024-07-06,20190706,477,18107,4,2024-07-13,1,5,0.1248,Southwest7
SO74325,2024-07-06,20190706,528,14407,4,2024-07-13,1,8,0.1248,Southwest7
SO74319,2024-07-06,20190706,471,18507,4,2024-07-13,3,3,1.5875,Southwest7
SO74311,2024-07-06,20190706,217,28023,1,2024-07-13,2,1,0.8748,Northwest7
SO74319,2024-07-06,20190706,477,18507,4,2024-07-13,1,7,0.1248,Southwest7
SO74335,2024-07-06,20190706,528,11294,1,2024-07-13,2,8,0.1248,Northwest7
SO74329,2024-07-06,20190706,214,13601,8,2024-07-13,2,8,0.8748,Germany7
SO74332,2024-07-06,20190706,529,26951,8,2024-07-13,2,1,0.0998,Germany7
SO74330,2024-07-06,20190706,480,20799,8,2024-07-13,2,7,0.0573,Germany7
SO74332,2024-07-06,20190706,538,26951,8,2024-07-13,1,1,0.5373,Germany7
SO74315,2024-07-06,20190706,530,26580,1,2024-07-13,2,5,0.1248,Northwest7
SO74329,2024-07-06,20190706,478,13601,8,2024-07-13,1,8,0.2498,Germany7
SO74312,2024-07-06,20190706,530,26783,1,2024-07-13,1,5,0.1248,Northwest7
SO74330,2024-07-06,20190706,536,20799,8,2024-07-13,1,4,0.7498,Germany7
SO74334,2024-07-06,20190706,528,11645,1,2024-07-13,1,2,0.1248,Northwest7
SO74324,2024-07-06,20190706,528,14583,1,2024-07-13,1,8,0.1248,Northwest7
SO74335,2024-07-06,20190706,537,11294,1,2024-07-13,1,8,0.875,Northwest7
SO74315,2024-07-06,20190706,541,26580,1,2024-07-13,1,8,0.7248,Northwest7
SO74314,2024-07-06,20190706,535,25963,1,2024-07-13,1,3,0.6248,Northwest7
SO74318,2024-07-06,20190706,475,18846,1,2024-07-13,1,4,1.7498,Northwest7
SO74311,2024-07-06,20190706,530,28023,1,2024-07-13,1,4,0.1248,Northwest7
SO74363,2024-07-07,20190707,485,16133,6,2024-07-14,1,7,0.5495,Canada7
SO74350,2024-07-07,20190707,529,16071,6,2024-07-14,1,3,0.0998,Canada7
SO74347,2024-07-07,20190707,535,20087,6,2024-07-14,1,5,0.6248,Canada7
SO74345,2024-07-07,20190707,535,21703,6,2024-07-14,1,8,0.6248,Canada7
SO74344,2024-07-07,20190707,540,14371,6,2024-07-14,1,4,0.815,Canada7
SO74355,2024-07-07,20190707,225,14785,7,2024-07-14,3,6,0.2248,France7
SO74355,2024-07-07,20190707,528,14785,7,2024-07-14,1,5,0.1248,France7
SO74360,2024-07-07,20190707,530,27318,7,2024-07-14,1,2,0.1248,France7
SO74355,2024-07-07,20190707,217,14785,7,2024-07-14,2,2,0.8748,France7
SO74360,2024-07-07,20190707,225,27318,7,2024-07-14,2,2,0.2248,France7
SO74358,2024-07-07,20190707,536,17938,7,2024-07-14,2,7,0.7498,France7
SO74345,2024-07-07,20190707,528,21703,6,2024-07-14,2,3,0.1248,Canada7
SO74358,2024-07-07,20190707,528,17938,7,2024-07-14,1,2,0.1248,France7
SO74347,2024-07-07,20190707,480,20087,6,2024-07-14,2,7,0.0573,Canada7
SO74336,2024-07-07,20190707,535,12696,9,2024-07-14,1,7,0.6248,Australia7
SO74363,2024-07-07,20190707,217,16133,6,2024-07-14,2,5,0.8748,Canada7
SO74340,2024-07-07,20190707,217,19587,9,2024-07-14,3,5,0.8748,Australia7
SO74340,2024-07-07,20190707,465,19587,9,2024-07-14,4,3,0.6123,Australia7
SO74337,2024-07-07,20190707,472,20309,9,2024-07-14,2,4,1.5875,Australia7
SO74338,2024-07-07,20190707,540,14019,9,2024-07-14,2,7,0.815,Australia7
SO74340,2024-07-07,20190707,541,19587,9,2024-07-14,2,5,0.7248,Australia7
SO74337,2024-07-07,20190707,477,20309,9,2024-07-14,1,7,0.1248,Australia7
SO74338,2024-07-07,20190707,529,14019,9,2024-07-14,1,3,0.0998,Australia7
SO74339,2024-07-07,20190707,231,17296,9,2024-07-14,1,6,1.2498,Australia7
SO74340,2024-07-07,20190707,530,19587,9,2024-07-14,1,1,0.1248,Australia7
SO74341,2024-07-07,20190707,480,18730,9,2024-07-14,1,7,0.0573,Australia7
SO74357,2024-07-07,20190707,539,20136,10,2024-07-14,1,6,0.6248,United Kingdom7
SO74357,2024-07-07,20190707,480,20136,10,2024-07-14,2,7,0.0573,United Kingdom7
SO74358,2024-07-07,20190707,480,17938,7,2024-07-14,3,2,0.0573,France7
SO74350,2024-07-07,20190707,540,16071,6,2024-07-14,2,5,0.815,Canada7
SO74360,2024-07-07,20190707,541,27318,7,2024-07-14,3,4,0.7248,France7
SO74349,2024-07-07,20190707,222,23020,1,2024-07-14,6,8,0.8748,Northwest7
SO74356,2024-07-07,20190707,222,19937,8,2024-07-14,3,2,0.8748,Germany7
SO74356,2024-07-07,20190707,225,19937,8,2024-07-14,4,3,0.2248,Germany7
SO74351,2024-07-07,20190707,477,16816,4,2024-07-14,1,7,0.1248,Southwest7
SO74342,2024-07-07,20190707,491,11668,4,2024-07-14,1,2,1.3498,Southwest7
SO74353,2024-07-07,20190707,485,13919,4,2024-07-14,1,3,0.5495,Southwest7
SO74354,2024-07-07,20190707,485,15259,4,2024-07-14,1,7,0.5495,Southwest7
SO74343,2024-07-07,20190707,541,27190,4,2024-07-14,1,6,0.7248,Southwest7
SO74353,2024-07-07,20190707,472,13919,4,2024-07-14,2,5,1.5875,Southwest7
SO74343,2024-07-07,20190707,530,27190,4,2024-07-14,2,4,0.1248,Southwest7
SO74343,2024-07-07,20190707,480,27190,4,2024-07-14,3,8,0.0573,Southwest7
SO74349,2024-07-07,20190707,477,23020,1,2024-07-14,5,1,0.1248,Northwest7
SO74349,2024-07-07,20190707,478,23020,1,2024-07-14,4,4,0.2498,Northwest7
SO74352,2024-07-07,20190707,463,18472,1,2024-07-14,3,4,0.6123,Northwest7
SO74349,2024-07-07,20190707,485,23020,1,2024-07-14,3,2,0.5495,Northwest7
SO74352,2024-07-07,20190707,237,18472,1,2024-07-14,2,5,1.2498,Northwest7
SO74346,2024-07-07,20190707,535,25881,4,2024-07-14,1,4,0.6248,Southwest7
SO74349,2024-07-07,20190707,536,23020,1,2024-07-14,2,1,0.7498,Northwest7
SO74359,2024-07-07,20190707,473,21837,8,2024-07-14,2,8,1.5875,Germany7
SO74361,2024-07-07,20190707,214,13677,8,2024-07-14,2,6,0.8748,Germany7
SO74356,2024-07-07,20190707,539,19937,8,2024-07-14,2,4,0.6248,Germany7
SO74356,2024-07-07,20190707,529,19937,8,2024-07-14,1,7,0.0998,Germany7
SO74364,2024-07-07,20190707,217,11435,8,2024-07-14,1,4,0.8748,Germany7
SO74348,2024-07-07,20190707,536,23243,1,2024-07-14,2,1,0.7498,Northwest7
SO74361,2024-07-07,20190707,530,13677,8,2024-07-14,1,7,0.1248,Germany7
SO74352,2024-07-07,20190707,477,18472,1,2024-07-14,1,7,0.1248,Northwest7
SO74349,2024-07-07,20190707,528,23020,1,2024-07-14,1,6,0.1248,Northwest7
SO74348,2024-07-07,20190707,528,23243,1,2024-07-14,1,8,0.1248,Northwest7
SO74362,2024-07-07,20190707,537,11218,1,2024-07-14,1,8,0.875,Northwest7
SO74362,2024-07-07,20190707,480,11218,1,2024-07-14,2,1,0.0573,Northwest7
SO74359,2024-07-07,20190707,477,21837,8,2024-07-14,1,8,0.1248,Germany7
SO74381,2024-07-08,20190708,225,13762,6,2024-07-15,2,4,0.2248,Canada7
SO74383,2024-07-08,20190708,540,16800,6,2024-07-15,2,7,0.815,Canada7
SO74384,2024-07-08,20190708,540,16948,6,2024-07-15,2,6,0.815,Canada7
SO74393,2024-07-08,20190708,489,24663,6,2024-07-15,2,8,1.3498,Canada7
SO74399,2024-07-08,20190708,477,18642,6,2024-07-15,3,8,0.1248,Canada7
SO74411,2024-07-08,20190708,537,12203,6,2024-07-15,2,4,0.875,Canada7
SO74414,2024-07-08,20190708,214,16849,6,2024-07-15,2,5,0.8748,Canada7
SO74381,2024-07-08,20190708,541,13762,6,2024-07-15,3,6,0.7248,Canada7
SO74384,2024-07-08,20190708,222,16948,6,2024-07-15,3,5,0.8748,Canada7
SO74411,2024-07-08,20190708,480,12203,6,2024-07-15,3,4,0.0573,Canada7
SO74399,2024-07-08,20190708,478,18642,6,2024-07-15,2,2,0.2498,Canada7
SO74414,2024-07-08,20190708,485,16849,6,2024-07-15,1,3,0.5495,Canada7
SO74381,2024-07-08,20190708,530,13762,6,2024-07-15,1,5,0.1248,Canada7
SO74399,2024-07-08,20190708,485,18642,6,2024-07-15,1,3,0.5495,Canada7
SO74393,2024-07-08,20190708,477,24663,6,2024-07-15,1,1,0.1248,Canada7
SO74384,2024-07-08,20190708,529,16948,6,2024-07-15,1,3,0.0998,Canada7
SO74383,2024-07-08,20190708,529,16800,6,2024-07-15,1,4,0.0998,Canada7
SO74374,2024-07-08,20190708,489,14265,6,2024-07-15,1,8,1.3498,Canada7
SO74373,2024-07-08,20190708,214,11091,6,2024-07-15,1,3,0.8748,Canada7
SO74409,2024-07-08,20190708,530,27793,7,2024-07-15,1,8,0.1248,France7
SO74407,2024-07-08,20190708,530,24185,7,2024-07-15,1,7,0.1248,France7
SO74406,2024-07-08,20190708,529,25790,7,2024-07-15,1,6,0.0998,France7
SO74415,2024-07-08,20190708,222,11597,7,2024-07-15,1,5,0.8748,France7
SO74399,2024-07-08,20190708,237,18642,6,2024-07-15,5,7,1.2498,Canada7
SO74401,2024-07-08,20190708,540,13611,7,2024-07-15,1,6,0.815,France7
SO74411,2024-07-08,20190708,528,12203,6,2024-07-15,1,1,0.1248,Canada7
SO74399,2024-07-08,20190708,463,18642,6,2024-07-15,6,4,0.6123,Canada7
SO74372,2024-07-08,20190708,489,18330,9,2024-07-15,1,3,1.3498,Australia7
SO74367,2024-07-08,20190708,485,19651,9,2024-07-15,3,8,0.5495,Australia7
SO74409,2024-07-08,20190708,231,27793,7,2024-07-15,2,5,1.2498,France7
SO74408,2024-07-08,20190708,480,14992,10,2024-07-15,3,5,0.0573,United Kingdom7
SO74408,2024-07-08,20190708,530,14992,10,2024-07-15,2,7,0.1248,United Kingdom7
SO74408,2024-07-08,20190708,541,14992,10,2024-07-15,1,4,0.7248,United Kingdom7
SO74405,2024-07-08,20190708,529,26863,10,2024-07-15,1,6,0.0998,United Kingdom7
SO74403,2024-07-08,20190708,234,22305,10,2024-07-15,4,7,1.2498,United Kingdom7
SO74403,2024-07-08,20190708,217,22305,10,2024-07-15,3,5,0.8748,United Kingdom7
SO74403,2024-07-08,20190708,528,22305,10,2024-07-15,2,3,0.1248,United Kingdom7
SO74403,2024-07-08,20190708,536,22305,10,2024-07-15,1,5,0.7498,United Kingdom7
SO74402,2024-07-08,20190708,214,23978,10,2024-07-15,2,6,0.8748,United Kingdom7
SO74402,2024-07-08,20190708,477,23978,10,2024-07-15,1,6,0.1248,United Kingdom7
SO74400,2024-07-08,20190708,471,13798,10,2024-07-15,3,8,1.5875,United Kingdom7
SO74365,2024-07-08,20190708,222,15758,9,2024-07-15,3,1,0.8748,Australia7
SO74400,2024-07-08,20190708,529,13798,10,2024-07-15,2,5,0.0998,United Kingdom7
SO74371,2024-07-08,20190708,487,14684,9,2024-07-15,1,8,1.3748,Australia7
SO74370,2024-07-08,20190708,234,14675,9,2024-07-15,1,2,1.2498,Australia7
SO74369,2024-07-08,20190708,477,23530,9,2024-07-15,1,6,0.1248,Australia7
SO74368,2024-07-08,20190708,536,16633,9,2024-07-15,1,3,0.7498,Australia7
SO74367,2024-07-08,20190708,536,19651,9,2024-07-15,1,7,0.7498,Australia7
SO74366,2024-07-08,20190708,539,15186,9,2024-07-15,1,1,0.6248,Australia7
SO74365,2024-07-08,20190708,539,15758,9,2024-07-15,1,4,0.6248,Australia7
SO74369,2024-07-08,20190708,217,23530,9,2024-07-15,2,3,0.8748,Australia7
SO74367,2024-07-08,20190708,528,19651,9,2024-07-15,2,1,0.1248,Australia7
SO74366,2024-07-08,20190708,480,15186,9,2024-07-15,2,3,0.0573,Australia7
SO74365,2024-07-08,20190708,529,15758,9,2024-07-15,2,1,0.0998,Australia7
SO74367,2024-07-08,20190708,480,19651,9,2024-07-15,4,8,0.0573,Australia7
SO74400,2024-07-08,20190708,540,13798,10,2024-07-15,1,1,0.815,United Kingdom7
SO74406,2024-07-08,20190708,538,25790,7,2024-07-15,2,8,0.5373,France7
SO74399,2024-07-08,20190708,214,18642,6,2024-07-15,4,5,0.8748,Canada7
SO74401,2024-07-08,20190708,529,13611,7,2024-07-15,2,2,0.0998,France7
SO74388,2024-07-08,20190708,490,21395,1,2024-07-15,3,7,1.3498,Northwest7
SO74377,2024-07-08,20190708,465,11235,1,2024-07-15,3,8,0.6123,Northwest7
SO74397,2024-07-08,20190708,234,14482,1,2024-07-15,3,7,1.2498,Northwest7
SO74391,2024-07-08,20190708,237,20276,1,2024-07-15,3,8,1.2498,Northwest7
SO74413,2024-07-08,20190708,480,12417,4,2024-07-15,3,8,0.0573,Southwest7
SO74386,2024-07-08,20190708,480,26108,4,2024-07-15,3,5,0.0573,Southwest7
SO74394,2024-07-08,20190708,481,16883,4,2024-07-15,3,1,0.2248,Southwest7
SO74387,2024-07-08,20190708,222,23590,4,2024-07-15,3,7,0.8748,Southwest7
SO74389,2024-07-08,20190708,477,20393,4,2024-07-15,2,2,0.1248,Southwest7
SO74387,2024-07-08,20190708,528,23590,4,2024-07-15,2,7,0.1248,Southwest7
SO74386,2024-07-08,20190708,528,26108,4,2024-07-15,2,5,0.1248,Southwest7
SO74394,2024-07-08,20190708,222,16883,4,2024-07-15,2,7,0.8748,Southwest7
SO74390,2024-07-08,20190708,477,20491,1,2024-07-15,3,2,0.1248,Northwest7
SO74392,2024-07-08,20190708,222,17549,4,2024-07-15,2,2,0.8748,Southwest7
SO74412,2024-07-08,20190708,231,12890,4,2024-07-15,2,8,1.2498,Southwest7
SO74413,2024-07-08,20190708,485,12417,4,2024-07-15,2,5,0.5495,Southwest7
SO74389,2024-07-08,20190708,478,20393,4,2024-07-15,1,2,0.2498,Southwest7
SO74413,2024-07-08,20190708,537,12417,4,2024-07-15,1,8,0.875,Southwest7
SO74387,2024-07-08,20190708,536,23590,4,2024-07-15,1,3,0.7498,Southwest7
SO74380,2024-07-08,20190708,541,26170,4,2024-07-15,1,2,0.7248,Southwest7
SO74412,2024-07-08,20190708,485,12890,4,2024-07-15,1,8,0.5495,Southwest7
SO74386,2024-07-08,20190708,535,26108,4,2024-07-15,1,5,0.6248,Southwest7
SO74394,2024-07-08,20190708,477,16883,4,2024-07-15,1,8,0.1248,Southwest7
SO74392,2024-07-08,20190708,477,17549,4,2024-07-15,1,8,0.1248,Southwest7
SO74396,2024-07-08,20190708,528,16070,4,2024-07-15,1,7,0.1248,Southwest7
SO74395,2024-07-08,20190708,528,16239,4,2024-07-15,1,7,0.1248,Southwest7
SO74396,2024-07-08,20190708,217,16070,4,2024-07-15,2,2,0.8748,Southwest7
SO74378,2024-07-08,20190708,214,28863,1,2024-07-15,3,5,0.8748,Northwest7
SO74395,2024-07-08,20190708,214,16239,4,2024-07-15,2,5,0.8748,Southwest7
SO74407,2024-07-08,20190708,480,24185,7,2024-07-15,2,4,0.0573,France7
SO74378,2024-07-08,20190708,539,28863,1,2024-07-15,2,3,0.6248,Northwest7
SO74401,2024-07-08,20190708,480,13611,7,2024-07-15,3,7,0.0573,France7
SO74406,2024-07-08,20190708,225,25790,7,2024-07-15,4,7,0.2248,France7
SO74404,2024-07-08,20190708,481,24042,8,2024-07-15,2,4,0.2248,Germany7
SO74404,2024-07-08,20190708,529,24042,8,2024-07-15,1,7,0.0998,Germany7
SO74397,2024-07-08,20190708,528,14482,1,2024-07-15,1,5,0.1248,Northwest7
SO74398,2024-07-08,20190708,485,14340,1,2024-07-15,1,4,0.5495,Northwest7
SO74390,2024-07-08,20190708,478,20491,1,2024-07-15,1,2,0.2498,Northwest7
SO74388,2024-07-08,20190708,478,21395,1,2024-07-15,1,5,0.2498,Northwest7
SO74410,2024-07-08,20190708,537,11985,1,2024-07-15,1,5,0.875,Northwest7
SO74385,2024-07-08,20190708,529,25178,1,2024-07-15,1,4,0.0998,Northwest7
SO74379,2024-07-08,20190708,529,11182,1,2024-07-15,1,2,0.0998,Northwest7
SO74378,2024-07-08,20190708,529,28863,1,2024-07-15,1,6,0.0998,Northwest7
SO74406,2024-07-08,20190708,222,25790,7,2024-07-15,3,1,0.8748,France7
SO74376,2024-07-08,20190708,480,11309,1,2024-07-15,1,1,0.0573,Northwest7
SO74377,2024-07-08,20190708,529,11235,1,2024-07-15,1,1,0.0998,Northwest7
SO74390,2024-07-08,20190708,225,20491,1,2024-07-15,2,8,0.2248,Northwest7
SO74391,2024-07-08,20190708,225,20276,1,2024-07-15,2,3,0.2248,Northwest7
SO74377,2024-07-08,20190708,222,11235,1,2024-07-15,2,6,0.8748,Northwest7
SO74379,2024-07-08,20190708,217,11182,1,2024-07-15,2,5,0.8748,Northwest7
SO74388,2024-07-08,20190708,217,21395,1,2024-07-15,2,8,0.8748,Northwest7
SO74385,2024-07-08,20190708,540,25178,1,2024-07-15,2,2,0.815,Northwest7
SO74410,2024-07-08,20190708,528,11985,1,2024-07-15,2,4,0.1248,Northwest7
SO74391,2024-07-08,20190708,475,20276,1,2024-07-15,1,4,1.7498,Northwest7
SO74382,2024-07-08,20190708,535,26595,1,2024-07-15,1,6,0.6248,Northwest7
SO74375,2024-07-08,20190708,480,11644,1,2024-07-15,1,7,0.0573,Northwest7
SO74397,2024-07-08,20190708,217,14482,1,2024-07-15,2,4,0.8748,Northwest7
SO74431,2024-07-09,20190709,477,13267,6,2024-07-16,2,3,0.1248,Canada7
SO74425,2024-07-09,20190709,465,11223,6,2024-07-16,2,4,0.6123,Canada7
SO74433,2024-07-09,20190709,528,23363,6,2024-07-16,1,8,0.1248,Canada7
SO74438,2024-07-09,20190709,217,28897,7,2024-07-16,2,7,0.8748,France7
SO74432,2024-07-09,20190709,478,13944,6,2024-07-16,1,8,0.2498,Canada7
SO74425,2024-07-09,20190709,535,11223,6,2024-07-16,1,1,0.6248,Canada7
SO74427,2024-07-09,20190709,540,16370,6,2024-07-16,1,3,0.815,Canada7
SO74424,2024-07-09,20190709,538,11659,6,2024-07-16,1,4,0.5373,Canada7
SO74435,2024-07-09,20190709,528,16576,7,2024-07-16,1,2,0.1248,France7
SO74438,2024-07-09,20190709,530,28897,7,2024-07-16,1,2,0.1248,France7
SO74417,2024-07-09,20190709,480,12690,9,2024-07-16,3,8,0.0573,Australia7
SO74431,2024-07-09,20190709,478,13267,6,2024-07-16,1,4,0.2498,Canada7
SO74419,2024-07-09,20190709,222,28960,9,2024-07-16,3,5,0.8748,Australia7
SO74417,2024-07-09,20190709,528,12690,9,2024-07-16,1,5,0.1248,Australia7
SO74417,2024-07-09,20190709,535,12690,9,2024-07-16,2,2,0.6248,Australia7
SO74418,2024-07-09,20190709,480,25028,9,2024-07-16,2,7,0.0573,Australia7
SO74419,2024-07-09,20190709,477,28960,9,2024-07-16,2,6,0.1248,Australia7
SO74421,2024-07-09,20190709,477,19953,9,2024-07-16,2,3,0.1248,Australia7
SO74418,2024-07-09,20190709,538,25028,9,2024-07-16,1,6,0.5373,Australia7
SO74419,2024-07-09,20190709,478,28960,9,2024-07-16,1,1,0.2498,Australia7
SO74420,2024-07-09,20190709,214,13157,9,2024-07-16,1,8,0.8748,Australia7
SO74421,2024-07-09,20190709,479,19953,9,2024-07-16,1,3,0.2248,Australia7
SO74437,2024-07-09,20190709,530,14999,10,2024-07-16,1,8,0.1248,United Kingdom7
SO74437,2024-07-09,20190709,480,14999,10,2024-07-16,2,6,0.0573,United Kingdom7
SO74437,2024-07-09,20190709,484,14999,10,2024-07-16,3,5,0.1988,United Kingdom7
SO74435,2024-07-09,20190709,537,16576,7,2024-07-16,2,5,0.875,France7
