son,orderdate,orderdatekey,pk,ck,stk,dateofshipping,soln,oquantity,freight,region
SO70142,2024-05-08,20190508,228,20375,6,2024-05-15,3,4,1.2498,Canada5
SO70105,2024-05-08,20190508,222,15761,6,2024-05-15,3,8,0.8748,Canada5
SO70103,2024-05-08,20190508,480,11223,6,2024-05-15,1,5,0.0573,Canada5
SO70105,2024-05-08,20190508,541,15761,6,2024-05-15,1,1,0.7248,Canada5
SO70132,2024-05-08,20190508,592,16123,6,2024-05-15,1,6,14.1248,Canada5
SO70133,2024-05-08,20190508,355,20182,6,2024-05-15,1,1,57.9998,Canada5
SO70142,2024-05-08,20190508,361,20375,6,2024-05-15,1,5,57.3748,Canada5
SO70098,2024-05-08,20190508,599,19312,10,2024-05-15,1,8,13.4998,United Kingdom5
SO70113,2024-05-08,20190508,484,14658,6,2024-05-15,3,5,0.1988,Canada5
SO70146,2024-05-08,20190508,577,11496,10,2024-05-15,1,7,30.3713,United Kingdom5
SO70125,2024-05-08,20190508,529,26366,8,2024-05-15,1,2,0.0998,Germany5
SO70121,2024-05-08,20190508,474,16591,10,2024-05-15,1,6,1.7498,United Kingdom5
SO70113,2024-05-08,20190508,478,14658,6,2024-05-15,1,2,0.2498,Canada5
SO70122,2024-05-08,20190508,537,16578,8,2024-05-15,1,2,0.875,Germany5
SO70125,2024-05-08,20190508,467,26366,8,2024-05-15,2,1,0.6123,Germany5
SO70122,2024-05-08,20190508,528,16578,8,2024-05-15,2,2,0.1248,Germany5
SO70162,2024-05-08,20190508,530,16565,8,2024-05-15,2,7,0.1248,Germany5
SO70122,2024-05-08,20190508,214,16578,8,2024-05-15,3,2,0.8748,Germany5
SO70125,2024-05-08,20190508,538,26366,8,2024-05-15,3,1,0.5373,Germany5
SO70162,2024-05-08,20190508,541,16565,8,2024-05-15,3,4,0.7248,Germany5
SO70162,2024-05-08,20190508,480,16565,8,2024-05-15,4,2,0.0573,Germany5
SO70124,2024-05-08,20190508,214,21094,7,2024-05-15,3,1,0.8748,France5
SO70124,2024-05-08,20190508,529,21094,7,2024-05-15,2,5,0.0998,France5
SO70147,2024-05-08,20190508,585,17834,7,2024-05-15,1,6,18.5588,France5
SO70124,2024-05-08,20190508,538,21094,7,2024-05-15,1,5,0.5373,France5
SO70160,2024-05-08,20190508,480,25467,10,2024-05-15,4,2,0.0573,United Kingdom5
SO70121,2024-05-08,20190508,491,16591,10,2024-05-15,3,5,1.3498,United Kingdom5
SO70160,2024-05-08,20190508,539,25467,10,2024-05-15,3,4,0.6248,United Kingdom5
SO70160,2024-05-08,20190508,529,25467,10,2024-05-15,2,5,0.0998,United Kingdom5
SO70098,2024-05-08,20190508,485,19312,10,2024-05-15,2,2,0.5495,United Kingdom5
SO70123,2024-05-08,20190508,538,28451,10,2024-05-15,2,4,0.5373,United Kingdom5
SO70121,2024-05-08,20190508,225,16591,10,2024-05-15,2,1,0.2248,United Kingdom5
SO70160,2024-05-08,20190508,384,25467,10,2024-05-15,1,3,28.0123,United Kingdom5
SO70123,2024-05-08,20190508,225,28451,10,2024-05-15,1,6,0.2248,United Kingdom5
SO70112,2024-05-08,20190508,528,19200,6,2024-05-15,1,4,0.1248,Canada5
SO70120,2024-05-08,20190508,480,15898,1,2024-05-15,2,4,0.0573,Northwest5
SO70097,2024-05-08,20190508,477,29296,9,2024-05-15,2,4,0.1248,Australia5
SO70163,2024-05-08,20190508,585,11033,9,2024-05-15,1,7,18.5588,Australia5
SO70164,2024-05-08,20190508,586,14681,9,2024-05-15,1,3,18.5588,Australia5
SO70093,2024-05-08,20190508,485,19088,9,2024-05-15,1,3,0.5495,Australia5
SO70153,2024-05-08,20190508,357,15722,9,2024-05-15,1,7,57.9998,Australia5
SO70149,2024-05-08,20190508,582,22909,9,2024-05-15,1,5,42.5248,Australia5
SO70095,2024-05-08,20190508,529,20223,9,2024-05-15,1,1,0.0998,Australia5
SO70092,2024-05-08,20190508,535,13982,9,2024-05-15,1,8,0.6248,Australia5
SO70119,2024-05-08,20190508,480,16131,4,2024-05-15,2,8,0.0573,Southwest5
SO70165,2024-05-08,20190508,606,25944,9,2024-05-15,1,2,13.4998,Australia5
SO70150,2024-05-08,20190508,605,25918,9,2024-05-15,1,2,13.4998,Australia5
SO70094,2024-05-08,20190508,528,20619,9,2024-05-15,1,7,0.1248,Australia5
SO70089,2024-05-08,20190508,378,21947,9,2024-05-15,1,6,61.0838,Australia5
SO70148,2024-05-08,20190508,376,22180,9,2024-05-15,1,4,61.0838,Australia5
SO70143,2024-05-08,20190508,353,19705,6,2024-05-15,1,5,57.9998,Canada5
SO70152,2024-05-08,20190508,353,16158,9,2024-05-15,1,5,57.9998,Australia5
SO70147,2024-05-08,20190508,237,17834,7,2024-05-15,2,7,1.2498,France5
SO70158,2024-05-08,20190508,467,21711,4,2024-05-15,2,7,0.6123,Southwest5
SO70098,2024-05-08,20190508,480,19312,10,2024-05-15,3,2,0.0573,United Kingdom5
SO70104,2024-05-08,20190508,480,11331,6,2024-05-15,2,8,0.0573,Canada5
SO70117,2024-05-08,20190508,480,17469,4,2024-05-15,2,2,0.0573,Southwest5
SO70162,2024-05-08,20190508,575,16565,8,2024-05-15,1,3,59.6018,Germany5
SO70096,2024-05-08,20190508,474,27147,9,2024-05-15,1,1,1.7498,Australia5
SO70104,2024-05-08,20190508,530,11331,6,2024-05-15,1,1,0.1248,Canada5
SO70097,2024-05-08,20190508,478,29296,9,2024-05-15,1,2,0.2498,Australia5
SO70163,2024-05-08,20190508,477,11033,9,2024-05-15,4,3,0.1248,Australia5
SO70163,2024-05-08,20190508,479,11033,9,2024-05-15,2,2,0.2248,Australia5
SO70096,2024-05-08,20190508,488,27147,9,2024-05-15,2,1,1.3498,Australia5
SO70089,2024-05-08,20190508,484,21947,9,2024-05-15,2,1,0.1988,Australia5
SO70148,2024-05-08,20190508,484,22180,9,2024-05-15,2,5,0.1988,Australia5
SO70151,2024-05-08,20190508,484,17294,9,2024-05-15,2,7,0.1988,Australia5
SO70153,2024-05-08,20190508,465,15722,9,2024-05-15,2,5,0.6123,Australia5
SO70095,2024-05-08,20190508,538,20223,9,2024-05-15,2,8,0.5373,Australia5
SO70150,2024-05-08,20190508,538,25918,9,2024-05-15,2,1,0.5373,Australia5
SO70094,2024-05-08,20190508,537,20619,9,2024-05-15,2,8,0.875,Australia5
SO70091,2024-05-08,20190508,480,17228,9,2024-05-15,2,8,0.0573,Australia5
SO70164,2024-05-08,20190508,214,14681,9,2024-05-15,2,1,0.8748,Australia5
SO70165,2024-05-08,20190508,214,25944,9,2024-05-15,2,6,0.8748,Australia5
SO70149,2024-05-08,20190508,217,22909,9,2024-05-15,2,4,0.8748,Australia5
SO70094,2024-05-08,20190508,214,20619,9,2024-05-15,3,1,0.8748,Australia5
SO70097,2024-05-08,20190508,214,29296,9,2024-05-15,3,5,0.8748,Australia5
SO70163,2024-05-08,20190508,225,11033,9,2024-05-15,3,5,0.2248,Australia5
SO70149,2024-05-08,20190508,489,22909,9,2024-05-15,3,3,1.3498,Australia5
SO70095,2024-05-08,20190508,487,20223,9,2024-05-15,3,6,1.3748,Australia5
SO70153,2024-05-08,20190508,487,15722,9,2024-05-15,3,7,1.3748,Australia5
SO70149,2024-05-08,20190508,225,22909,9,2024-05-15,4,1,0.2248,Australia5
SO70095,2024-05-08,20190508,484,20223,9,2024-05-15,4,8,0.1988,Australia5
SO70151,2024-05-08,20190508,589,17294,9,2024-05-15,1,7,19.2373,Australia5
SO70161,2024-05-08,20190508,584,13265,8,2024-05-15,1,6,13.4998,Germany5
SO70091,2024-05-08,20190508,539,17228,9,2024-05-15,1,2,0.6248,Australia5
SO70156,2024-05-08,20190508,604,23584,1,2024-05-15,1,4,13.4998,Northwest5
SO70127,2024-05-08,20190508,480,12093,4,2024-05-15,2,5,0.0573,Southwest5
SO70145,2024-05-08,20190508,478,17176,4,2024-05-15,2,3,0.2498,Southwest5
SO70106,2024-05-08,20190508,529,27462,4,2024-05-15,2,2,0.0998,Southwest5
SO70154,2024-05-08,20190508,541,26234,4,2024-05-15,2,4,0.7248,Southwest5
SO70116,2024-05-08,20190508,484,17490,4,2024-05-15,2,4,0.1988,Southwest5
SO70136,2024-05-08,20190508,483,17543,4,2024-05-15,2,3,3,Southwest5
SO70139,2024-05-08,20190508,474,13057,4,2024-05-15,2,5,1.7498,Southwest5
SO70118,2024-05-08,20190508,217,17146,4,2024-05-15,2,4,0.8748,Southwest5
SO70110,2024-05-08,20190508,528,23194,4,2024-05-15,2,8,0.1248,Southwest5
SO70108,2024-05-08,20190508,480,26648,4,2024-05-15,2,6,0.0573,Southwest5
SO70126,2024-05-08,20190508,528,11787,4,2024-05-15,2,7,0.1248,Southwest5
SO70129,2024-05-08,20190508,528,12426,4,2024-05-15,2,5,0.1248,Southwest5
SO70134,2024-05-08,20190508,528,18075,4,2024-05-15,2,2,0.1248,Southwest5
SO70145,2024-05-08,20190508,477,17176,4,2024-05-15,3,2,0.1248,Southwest5
SO70158,2024-05-08,20190508,214,21711,4,2024-05-15,3,2,0.8748,Southwest5
SO70129,2024-05-08,20190508,222,12426,4,2024-05-15,3,1,0.8748,Southwest5
SO70110,2024-05-08,20190508,217,23194,4,2024-05-15,3,8,0.8748,Southwest5
SO70126,2024-05-08,20190508,217,11787,4,2024-05-15,3,7,0.8748,Southwest5
SO70139,2024-05-08,20190508,225,13057,4,2024-05-15,3,4,0.2248,Southwest5
SO70119,2024-05-08,20190508,486,16131,4,2024-05-15,3,4,3.975,Southwest5
SO70128,2024-05-08,20190508,528,12119,4,2024-05-15,2,4,0.1248,Southwest5
SO70129,2024-05-08,20190508,537,12426,4,2024-05-15,1,3,0.875,Southwest5
SO70128,2024-05-08,20190508,537,12119,4,2024-05-15,1,6,0.875,Southwest5
SO70127,2024-05-08,20190508,537,12093,4,2024-05-15,1,6,0.875,Southwest5
SO70120,2024-05-08,20190508,528,15898,1,2024-05-15,1,1,0.1248,Northwest5
SO70119,2024-05-08,20190508,528,16131,4,2024-05-15,1,5,0.1248,Southwest5
SO70116,2024-05-08,20190508,477,17490,4,2024-05-15,1,4,0.1248,Southwest5
SO70117,2024-05-08,20190508,477,17469,4,2024-05-15,1,1,0.1248,Southwest5
SO70118,2024-05-08,20190508,477,17146,4,2024-05-15,1,8,0.1248,Southwest5
SO70135,2024-05-08,20190508,363,17623,4,2024-05-15,1,5,57.3748,Southwest5
SO70157,2024-05-08,20190508,584,23506,4,2024-05-15,1,7,13.4998,Southwest5
SO70136,2024-05-08,20190508,359,17543,4,2024-05-15,1,3,57.3748,Southwest5
SO70134,2024-05-08,20190508,353,18075,4,2024-05-15,1,7,57.9998,Southwest5
SO70145,2024-05-08,20190508,357,17176,4,2024-05-15,1,7,57.9998,Southwest5
SO70114,2024-05-08,20190508,476,19017,4,2024-05-15,1,7,1.7498,Southwest5
SO70115,2024-05-08,20190508,476,18879,4,2024-05-15,1,3,1.7498,Southwest5
SO70158,2024-05-08,20190508,388,21711,4,2024-05-15,1,5,28.0123,Southwest5
SO70108,2024-05-08,20190508,535,26648,4,2024-05-15,1,2,0.6248,Southwest5
SO70139,2024-05-08,20190508,587,13057,4,2024-05-15,1,5,19.2373,Southwest5
SO70099,2024-05-08,20190508,491,11805,4,2024-05-15,1,2,1.3498,Southwest5
SO70106,2024-05-08,20190508,538,27462,4,2024-05-15,1,7,0.5373,Southwest5
SO70131,2024-05-08,20190508,591,16138,4,2024-05-15,1,2,14.1248,Southwest5
SO70154,2024-05-08,20190508,560,26234,4,2024-05-15,1,5,30.3713,Southwest5
SO70110,2024-05-08,20190508,536,23194,4,2024-05-15,1,8,0.7498,Southwest5
SO70126,2024-05-08,20190508,537,11787,4,2024-05-15,1,3,0.875,Southwest5
SO70134,2024-05-08,20190508,537,18075,4,2024-05-15,3,5,0.875,Southwest5
SO70135,2024-05-08,20190508,478,17623,4,2024-05-15,3,2,0.2498,Southwest5
SO70135,2024-05-08,20190508,485,17623,4,2024-05-15,2,7,0.5495,Southwest5
SO70128,2024-05-08,20190508,480,12119,4,2024-05-15,3,2,0.0573,Southwest5
SO70107,2024-05-08,20190508,480,26039,1,2024-05-15,2,4,0.0573,Northwest5
SO70109,2024-05-08,20190508,480,25874,1,2024-05-15,2,8,0.0573,Northwest5
SO70156,2024-05-08,20190508,214,23584,1,2024-05-15,2,5,0.8748,Northwest5
SO70140,2024-05-08,20190508,477,18224,1,2024-05-15,2,1,0.1248,Northwest5
SO70144,2024-05-08,20190508,477,13154,1,2024-05-15,2,8,0.1248,Northwest5
SO70130,2024-05-08,20190508,528,14022,1,2024-05-15,2,6,0.1248,Northwest5
SO70141,2024-05-08,20190508,528,18225,1,2024-05-15,2,7,0.1248,Northwest5
SO70144,2024-05-08,20190508,363,13154,1,2024-05-15,1,6,57.3748,Northwest5
SO70137,2024-05-08,20190508,355,17544,1,2024-05-15,1,2,57.9998,Northwest5
SO70140,2024-05-08,20190508,353,18224,1,2024-05-15,1,7,57.9998,Northwest5
SO70101,2024-05-08,20190508,539,28965,1,2024-05-15,1,6,0.6248,Northwest5
SO70107,2024-05-08,20190508,535,26039,1,2024-05-15,1,2,0.6248,Northwest5
SO70159,2024-05-08,20190508,386,21599,1,2024-05-15,1,7,28.0123,Northwest5
SO70090,2024-05-08,20190508,484,12144,1,2024-05-15,1,8,0.1988,Northwest5
SO70100,2024-05-08,20190508,225,12099,1,2024-05-15,1,1,0.2248,Northwest5
SO70138,2024-05-08,20190508,590,15290,1,2024-05-15,1,7,19.2373,Northwest5
SO70155,2024-05-08,20190508,225,23860,1,2024-05-15,1,1,0.2248,Northwest5
SO70109,2024-05-08,20190508,540,25874,1,2024-05-15,1,1,0.815,Northwest5
SO70102,2024-05-08,20190508,529,28970,1,2024-05-15,1,6,0.0998,Northwest5
SO70106,2024-05-08,20190508,480,27462,4,2024-05-15,3,6,0.0573,Southwest5
SO70130,2024-05-08,20190508,598,14022,1,2024-05-15,1,5,13.4998,Northwest5
SO70137,2024-05-08,20190508,537,17544,1,2024-05-15,2,7,0.875,Northwest5
SO70101,2024-05-08,20190508,529,28965,1,2024-05-15,2,6,0.0998,Northwest5
SO70141,2024-05-08,20190508,363,18225,1,2024-05-15,1,3,57.3748,Northwest5
SO70139,2024-05-08,20190508,228,13057,4,2024-05-15,4,2,1.2498,Southwest5
SO70106,2024-05-08,20190508,484,27462,4,2024-05-15,4,6,0.1988,Southwest5
SO70155,2024-05-08,20190508,605,23860,1,2024-05-15,2,6,13.4998,Northwest5
SO70129,2024-05-08,20190508,467,12426,4,2024-05-15,4,4,0.6123,Southwest5
SO70145,2024-05-08,20190508,222,17176,4,2024-05-15,4,2,0.8748,Southwest5
SO70134,2024-05-08,20190508,214,18075,4,2024-05-15,4,6,0.8748,Southwest5
SO70130,2024-05-08,20190508,471,14022,1,2024-05-15,5,3,1.5875,Northwest5
SO70140,2024-05-08,20190508,217,18224,1,2024-05-15,5,6,0.8748,Northwest5
SO70141,2024-05-08,20190508,478,18225,1,2024-05-15,5,5,0.2498,Northwest5
SO70141,2024-05-08,20190508,477,18225,1,2024-05-15,4,3,0.1248,Northwest5
SO70130,2024-05-08,20190508,222,14022,1,2024-05-15,4,5,0.8748,Northwest5
SO70130,2024-05-08,20190508,535,14022,1,2024-05-15,3,2,0.6248,Northwest5
SO70140,2024-05-08,20190508,467,18224,1,2024-05-15,4,3,0.6123,Northwest5
SO70140,2024-05-08,20190508,478,18224,1,2024-05-15,3,4,0.2498,Northwest5
SO70138,2024-05-08,20190508,475,15290,1,2024-05-15,2,1,1.7498,Northwest5
SO70138,2024-05-08,20190508,490,15290,1,2024-05-15,3,5,1.3498,Northwest5
SO70159,2024-05-08,20190508,237,21599,1,2024-05-15,2,1,1.2498,Northwest5
SO70102,2024-05-08,20190508,222,28970,1,2024-05-15,3,8,0.8748,Northwest5
SO70101,2024-05-08,20190508,217,28965,1,2024-05-15,3,6,0.8748,Northwest5
SO70102,2024-05-08,20190508,539,28970,1,2024-05-15,2,2,0.6248,Northwest5
SO70144,2024-05-08,20190508,478,13154,1,2024-05-15,3,7,0.2498,Northwest5
SO70141,2024-05-08,20190508,537,18225,1,2024-05-15,3,4,0.875,Northwest5
SO70137,2024-05-08,20190508,528,17544,1,2024-05-15,3,8,0.1248,Northwest5
SO70185,2024-05-09,20190509,225,29104,6,2024-05-16,2,8,0.2248,Canada5
SO70245,2024-05-09,20190509,222,27762,10,2024-05-16,2,2,0.8748,United Kingdom5
SO70244,2024-05-09,20190509,386,25488,10,2024-05-16,1,6,28.0123,United Kingdom5
SO70194,2024-05-09,20190509,485,16058,10,2024-05-16,1,5,0.5495,United Kingdom5
SO70222,2024-05-09,20190509,579,13690,10,2024-05-16,1,8,30.3713,United Kingdom5
SO70223,2024-05-09,20190509,561,29368,10,2024-05-16,1,7,59.6018,United Kingdom5
SO70245,2024-05-09,20190509,604,27762,10,2024-05-16,1,2,13.4998,United Kingdom5
SO70190,2024-05-09,20190509,222,29231,6,2024-05-16,2,7,0.8748,Canada5
SO70236,2024-05-09,20190509,225,22901,6,2024-05-16,2,2,0.2248,Canada5
SO70209,2024-05-09,20190509,485,13222,6,2024-05-16,3,3,0.5495,Canada5
SO70183,2024-05-09,20190509,234,28121,6,2024-05-16,2,8,1.2498,Canada5
SO70188,2024-05-09,20190509,231,25196,6,2024-05-16,2,6,1.2498,Canada5
SO70175,2024-05-09,20190509,487,11619,6,2024-05-16,2,6,1.3748,Canada5
SO70206,2024-05-09,20190509,537,11841,6,2024-05-16,2,1,0.875,Canada5
SO70209,2024-05-09,20190509,537,13222,6,2024-05-16,2,1,0.875,Canada5
SO70219,2024-05-09,20190509,485,18950,6,2024-05-16,2,4,0.5495,Canada5
SO70239,2024-05-09,20190509,529,20651,6,2024-05-16,2,1,0.0998,Canada5
SO70206,2024-05-09,20190509,480,11841,6,2024-05-16,3,5,0.0573,Canada5
SO70175,2024-05-09,20190509,484,11619,6,2024-05-16,3,7,0.1988,Canada5
SO70223,2024-05-09,20190509,479,29368,10,2024-05-16,2,3,0.2248,United Kingdom5
SO70176,2024-05-09,20190509,228,11277,6,2024-05-16,2,5,1.2498,Canada5
SO70222,2024-05-09,20190509,479,13690,10,2024-05-16,2,6,0.2248,United Kingdom5
SO70204,2024-05-09,20190509,222,13826,8,2024-05-16,2,5,0.8748,Germany5
SO70223,2024-05-09,20190509,477,29368,10,2024-05-16,3,4,0.1248,United Kingdom5
SO70239,2024-05-09,20190509,539,20651,6,2024-05-16,3,3,0.6248,Canada5
SO70204,2024-05-09,20190509,225,13826,8,2024-05-16,3,1,0.2248,Germany5
SO70171,2024-05-09,20190509,478,20560,8,2024-05-16,3,8,0.2498,Germany5
SO70171,2024-05-09,20190509,214,20560,8,2024-05-16,4,3,0.8748,Germany5
SO70171,2024-05-09,20190509,225,20560,8,2024-05-16,5,4,0.2248,Germany5
SO70197,2024-05-09,20190509,480,24578,7,2024-05-16,3,1,0.0573,France5
SO70197,2024-05-09,20190509,529,24578,7,2024-05-16,2,8,0.0998,France5
SO70172,2024-05-09,20190509,478,12717,7,2024-05-16,2,5,0.2498,France5
SO70173,2024-05-09,20190509,478,19943,7,2024-05-16,2,2,0.2498,France5
SO70198,2024-05-09,20190509,484,19179,7,2024-05-16,2,8,0.1988,France5
SO70194,2024-05-09,20190509,481,16058,10,2024-05-16,2,1,0.2248,United Kingdom5
SO70201,2024-05-09,20190509,214,27886,7,2024-05-16,2,6,0.8748,France5
SO70173,2024-05-09,20190509,357,19943,7,2024-05-16,1,1,57.9998,France5
SO70197,2024-05-09,20190509,538,24578,7,2024-05-16,1,6,0.5373,France5
SO70200,2024-05-09,20190509,541,22658,7,2024-05-16,1,2,0.7248,France5
SO70199,2024-05-09,20190509,529,20956,7,2024-05-16,1,7,0.0998,France5
SO70201,2024-05-09,20190509,530,27886,7,2024-05-16,1,3,0.1248,France5
SO70202,2024-05-09,20190509,530,27950,7,2024-05-16,1,7,0.1248,France5
SO70198,2024-05-09,20190509,477,19179,7,2024-05-16,1,1,0.1248,France5
SO70223,2024-05-09,20190509,465,29368,10,2024-05-16,4,6,0.6123,United Kingdom5
SO70222,2024-05-09,20190509,217,13690,10,2024-05-16,4,7,0.8748,United Kingdom5
SO70222,2024-05-09,20190509,477,13690,10,2024-05-16,3,6,0.1248,United Kingdom5
SO70172,2024-05-09,20190509,363,12717,7,2024-05-16,1,2,57.3748,France5
SO70219,2024-05-09,20190509,222,18950,6,2024-05-16,3,3,0.8748,Canada5
SO70196,2024-05-09,20190509,480,19081,8,2024-05-16,3,6,0.0573,Germany5
SO70239,2024-05-09,20190509,386,20651,6,2024-05-16,1,5,28.0123,Canada5
SO70227,2024-05-09,20190509,528,15756,9,2024-05-16,3,7,0.1248,Australia5
SO70225,2024-05-09,20190509,529,25937,9,2024-05-16,3,4,0.0998,Australia5
SO70226,2024-05-09,20190509,477,12585,9,2024-05-16,3,5,0.1248,Australia5
SO70246,2024-05-09,20190509,217,15120,9,2024-05-16,4,3,0.8748,Australia5
SO70225,2024-05-09,20190509,214,25937,9,2024-05-16,4,3,0.8748,Australia5
SO70227,2024-05-09,20190509,214,15756,9,2024-05-16,4,8,0.8748,Australia5
SO70226,2024-05-09,20190509,594,12585,9,2024-05-16,1,1,14.1248,Australia5
SO70168,2024-05-09,20190509,475,13048,9,2024-05-16,1,1,1.7498,Australia5
SO70246,2024-05-09,20190509,586,15120,9,2024-05-16,1,4,18.5588,Australia5
SO70227,2024-05-09,20190509,361,15756,9,2024-05-16,1,2,57.3748,Australia5
SO70228,2024-05-09,20190509,361,13050,9,2024-05-16,1,6,57.3748,Australia5
SO70169,2024-05-09,20190509,529,13640,9,2024-05-16,1,6,0.0998,Australia5
SO70166,2024-05-09,20190509,535,12666,9,2024-05-16,1,3,0.6248,Australia5
SO70167,2024-05-09,20190509,539,14229,9,2024-05-16,1,5,0.6248,Australia5
SO70224,2024-05-09,20190509,388,26438,9,2024-05-16,1,7,28.0123,Australia5
SO70247,2024-05-09,20190509,584,29299,9,2024-05-16,1,3,13.4998,Australia5
SO70170,2024-05-09,20190509,530,19575,9,2024-05-16,1,5,0.1248,Australia5
SO70225,2024-05-09,20190509,606,25937,9,2024-05-16,1,7,13.4998,Australia5
SO70170,2024-05-09,20190509,480,19575,9,2024-05-16,3,4,0.0573,Australia5
SO70171,2024-05-09,20190509,477,20560,8,2024-05-16,2,7,0.1248,Germany5
SO70179,2024-05-09,20190509,480,22326,1,2024-05-16,2,6,0.0573,Northwest5
SO70246,2024-05-09,20190509,530,15120,9,2024-05-16,3,6,0.1248,Australia5
SO70216,2024-05-09,20190509,589,12031,6,2024-05-16,1,7,19.2373,Canada5
SO70169,2024-05-09,20190509,217,13640,9,2024-05-16,2,7,0.8748,Australia5
SO70166,2024-05-09,20190509,480,12666,9,2024-05-16,2,6,0.0573,Australia5
SO70236,2024-05-09,20190509,562,22901,6,2024-05-16,1,7,59.6018,Canada5
SO70219,2024-05-09,20190509,361,18950,6,2024-05-16,1,6,57.3748,Canada5
SO70176,2024-05-09,20190509,540,11277,6,2024-05-16,1,5,0.815,Canada5
SO70182,2024-05-09,20190509,475,18821,6,2024-05-16,1,6,1.7498,Canada5
SO70183,2024-05-09,20190509,476,28121,6,2024-05-16,1,3,1.7498,Canada5
SO70185,2024-05-09,20190509,476,29104,6,2024-05-16,1,5,1.7498,Canada5
SO70178,2024-05-09,20190509,536,19000,6,2024-05-16,1,3,0.7498,Canada5
SO70203,2024-05-09,20190509,537,11091,6,2024-05-16,1,8,0.875,Canada5
SO70191,2024-05-09,20190509,528,23488,6,2024-05-16,1,7,0.1248,Canada5
SO70206,2024-05-09,20190509,528,11841,6,2024-05-16,1,8,0.1248,Canada5
SO70209,2024-05-09,20190509,528,13222,6,2024-05-16,1,1,0.1248,Canada5
SO70188,2024-05-09,20190509,477,25196,6,2024-05-16,1,1,0.1248,Canada5
SO70190,2024-05-09,20190509,477,29231,6,2024-05-16,1,2,0.1248,Canada5
SO70175,2024-05-09,20190509,530,11619,6,2024-05-16,1,3,0.1248,Canada5
SO70247,2024-05-09,20190509,479,29299,9,2024-05-16,2,6,0.2248,Australia5
SO70168,2024-05-09,20190509,225,13048,9,2024-05-16,2,2,0.2248,Australia5
SO70170,2024-05-09,20190509,541,19575,9,2024-05-16,2,2,0.7248,Australia5
SO70246,2024-05-09,20190509,541,15120,9,2024-05-16,2,2,0.7248,Australia5
SO70225,2024-05-09,20190509,538,25937,9,2024-05-16,2,1,0.5373,Australia5
SO70228,2024-05-09,20190509,537,13050,9,2024-05-16,2,7,0.875,Australia5
SO70226,2024-05-09,20190509,478,12585,9,2024-05-16,2,4,0.2498,Australia5
SO70224,2024-05-09,20190509,222,26438,9,2024-05-16,2,1,0.8748,Australia5
SO70196,2024-05-09,20190509,528,19081,8,2024-05-16,2,4,0.1248,Germany5
SO70227,2024-05-09,20190509,537,15756,9,2024-05-16,2,7,0.875,Australia5
SO70171,2024-05-09,20190509,353,20560,8,2024-05-16,1,2,57.9998,Germany5
SO70230,2024-05-09,20190509,541,26241,4,2024-05-16,2,5,0.7248,Southwest5
SO70186,2024-05-09,20190509,490,19115,4,2024-05-16,2,1,1.3498,Southwest5
SO70174,2024-05-09,20190509,539,28975,4,2024-05-16,2,2,0.6248,Southwest5
SO70243,2024-05-09,20190509,539,21594,4,2024-05-16,2,1,0.6248,Southwest5
SO70192,2024-05-09,20190509,228,14251,4,2024-05-16,2,1,1.2498,Southwest5
SO70229,2024-05-09,20190509,225,11191,4,2024-05-16,2,2,0.2248,Southwest5
SO70231,2024-05-09,20190509,479,11082,4,2024-05-16,2,6,0.2248,Southwest5
SO70237,2024-05-09,20190509,479,23835,4,2024-05-16,2,7,0.2248,Southwest5
SO70212,2024-05-09,20190509,222,17474,4,2024-05-16,2,3,0.8748,Southwest5
SO70215,2024-05-09,20190509,214,15255,4,2024-05-16,2,3,0.8748,Southwest5
SO70235,2024-05-09,20190509,214,27669,4,2024-05-16,2,2,0.8748,Southwest5
SO70242,2024-05-09,20190509,214,21593,4,2024-05-16,2,6,0.8748,Southwest5
SO70207,2024-05-09,20190509,528,13167,4,2024-05-16,2,5,0.1248,Southwest5
SO70180,2024-05-09,20190509,477,22979,4,2024-05-16,2,6,0.1248,Southwest5
SO70234,2024-05-09,20190509,477,27623,4,2024-05-16,2,7,0.1248,Southwest5
SO70231,2024-05-09,20190509,477,11082,4,2024-05-16,3,8,0.1248,Southwest5
SO70237,2024-05-09,20190509,477,23835,4,2024-05-16,3,6,0.1248,Southwest5
SO70230,2024-05-09,20190509,530,26241,4,2024-05-16,3,2,0.1248,Southwest5
SO70211,2024-05-09,20190509,217,17460,4,2024-05-16,3,6,0.8748,Southwest5
SO70234,2024-05-09,20190509,479,27623,4,2024-05-16,3,4,0.2248,Southwest5
SO70174,2024-05-09,20190509,225,28975,4,2024-05-16,3,5,0.2248,Southwest5
SO70221,2024-05-09,20190509,537,17156,4,2024-05-16,2,1,0.875,Southwest5
SO70186,2024-05-09,20190509,465,19115,4,2024-05-16,3,4,0.6123,Southwest5
SO70211,2024-05-09,20190509,478,17460,4,2024-05-16,2,2,0.2498,Southwest5
SO70174,2024-05-09,20190509,529,28975,4,2024-05-16,1,1,0.0998,Southwest5
SO70196,2024-05-09,20190509,535,19081,8,2024-05-16,1,8,0.6248,Germany5
SO70181,2024-05-09,20190509,477,23275,4,2024-05-16,1,3,0.1248,Southwest5
SO70211,2024-05-09,20190509,363,17460,4,2024-05-16,1,5,57.3748,Southwest5
SO70221,2024-05-09,20190509,363,17156,4,2024-05-16,1,1,57.3748,Southwest5
SO70237,2024-05-09,20190509,606,23835,4,2024-05-16,1,1,13.4998,Southwest5
